Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Eritrea,ERI,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,7.1406667873378,8.66183278135394,9.00580094150151,8.20051327149604,9.04806163615419,9.8749264718968,10.6800633483299,15.0486648783741,13.9638640124111,13.0952765067024,12.6974210538735,12.1046503114663,10.5469283348323,9.26624193499658,9.521769492527,..
Eswatini,SWZ,Lending interest rate (%),FR.INR.LEND,14,13.25,15.25,14.625,11.2916666666667,10.625,11.1666666666667,13.1666666666667,14.8333333333333,11.375,9.75,9,8.75,8.5,8.625,9.04166666666667,10.25,10.75,10.3125,10.125,7.95833333333333,7.25,8.5,10.8333333333333
Eswatini,SWZ,Real interest rate (%),FR.INR.RINR,-9.04952569502809,3.95380675507322,5.81653208118175,8.1311862819435,7.14382094908601,3.81784738439834,6.84873619810016,7.76310363397826,3.9916090102185,1.46221809853725,6.34980997485794,3.47353525261272,0.00149565276425144,1.84637791248418,1.37966326400653,3.31289951128123,2.80508298809003,8.07183944104642,7.27656282464966,7.55677539361776,5.26380479611584,8.57149825526351,-0.271212135096272,7.35785258390801
Eswatini,SWZ,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,10.6906319405441,12.3485670452567,12.2325818193462,12.5470058289226,11.947401452715,12.6129242970574,12.9110548435677,12.9804981634284,13.4470320043955,13.1115288428394,4.48670176070464,11.719929795495,17.5287840151917,12.568958623468,..
Ethiopia,ETH,Lending interest rate (%),FR.INR.LEND,10.8916666666667,10.8651666666667,8.661,7,7,7,7,7.5,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Real interest rate (%),FR.INR.RINR,3.83114860935056,17.63548320435,12.7439479024639,-5.11490798465178,2.97237710176469,-2.61706349411107,-4.08090892973127,-8.29255368266441,-17.121776241397,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.67029277375942,8.59800738818191,7.97679529444072,7.15636506975936,7.05751396667351,7.45735681215556,..
Faroe Islands,FRO,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Lending interest rate (%),FR.INR.LEND,8.3975,8.34457575862199,8.0525,7.60249694765339,7.16924874091492,6.77996099984964,7.34996258823936,9.0055873301356,7.99726954431674,7.85341601530875,7.48964734611671,7.46605819217571,7.00306444698518,6.10472546158863,5.76111099677945,5.78930050894162,5.8513236372606,5.74051096179291,5.67732659254776,6.02745671637929,6.18490255198124,5.94242130030892,5.43188908929798,4.97070088792201
Fiji,FJI,Real interest rate (%),FR.INR.RINR,13.7671667883141,4.93889290541308,4.63466366292053,-0.0931103266438889,4.86842645405651,0.126377029737854,3.47307598853975,5.80554474941761,5.71579703642271,6.37407702274123,3.1275727442652,-1.75999518543958,3.30823157641273,2.39663949635745,-5.99464056019456,3.17797124974835,3.13543085775387,3.97454739022971,4.19184470016368,4.4126636231236,7.78283757894661,8.67345273450481,2.88792172200936,0.546647767883059
Fiji,FJI,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,5.50182988528174,6.8892705160733,5.85036958168089,6.44567908642308,6.47699404437681,6.95905530880784,7.12646231656009,7.31599172803364,9.72929704695033,10.4642482320806,11.8476904014013,9.51586098706884,8.88381797074103,8.66747024581616,8.71391845779398,8.48449174720801,9.16668704973072,8.87085579071184,9.93781499519495,10.9598915193796,11.3897914402267,10.7835447006076,9.69566770380406,..
Finland,FIN,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,6.07915470551844,5.04959783379262,4.76133278881495,4.26358624091621,3.64715289300604,3.99955398497272,4.09704120474371,4.35706312340211,5.42519167579409,6.56997239440927,5.48573151051527,7.83653361719762,5.88198439540966,6.14251952164462,6.12052593287218,5.73931420360189,..
France,FRA,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,2.96443634829966,3.65846380276455,3.88993974941601,3.89022009059431,4.26650883747211,4.53258062385818,4.2366463637383,4.67838137015214,5.15137252858059,5.37401395271466,5.41296527913485,5.52208226708401,5.85566091396961,5.72243967873599,5.3461127232552,..
French Polynesia,PYF,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,9.87144834537989,6.65846385941459,5.91142203322365,6.33417716368371,5.53636414299379,4.51107270930726,4.66390125163836,7.69331174410151,6.90420477939379,9.88447227836733,9.81048327171666,10.1563892019535,9.05834977592365,..
"Gambia, The",GMB,Lending interest rate (%),FR.INR.LEND,24,24,24,29.3333333333333,36.5,34.9166666666667,29.75,27.9166666666667,27,27,27,28,28,28,28.5,..,..,29,28,28,28,19.5,..,..
"Gambia, The",GMB,Real interest rate (%),FR.INR.RINR,21.3105658477455,21.8009596150585,12.3276471183113,14.5618019700946,-29.7080592355656,29.5857607936759,28.0808453037745,22.5081465077466,23.9316435246054,21.5156286283877,20.2146854118755,22.4035581485361,23.2604386536329,20.830941492836,22.1346787273183,..,..,24.1318963090858,19.6801204275511,20.4680865814816,25.2583956439869,11.2848179913275,..,..
"Gambia, The",GMB,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,12.5479136771439,12.4295682378559,10.88457575668,11.7252569858373,10.5023085112705,16.0410427539124,14.2964012107471,14.6543723207076,13.5201362308913,15.0487608372304,14.828307139203,14.4270314129251,14.411835767419,14.8611059021713,12.9577237938577,..,..,..,..
Georgia,GEO,Lending interest rate (%),FR.INR.LEND,..,..,..,23.755375,22.087125,17.5508916666667,17.0602583333333,17.0861166666667,18.0441333333333,17.8663166666667,15.845075,14.9951666666667,14.80845,13.5948916043986,11.9097117693843,12.4884754630803,12.6209166666667,11.4853833333333,11.1193916666667,10.8164,11.8008,12.5104916666667,13.655325,13.5107
Georgia,GEO,Real interest rate (%),FR.INR.RINR,..,..,..,19.6559499381247,12.5915017351008,8.90886137260652,7.942062785524,6.95969854014203,7.71204166235267,20.4386061695395,-0.0524161381825589,5.33421645154787,14.4751367835711,14.33919979516,6.99857918583662,6.7481759122845,10.1159781025291,3.66225712829471,7.37748362882288,6.55865669781933,4.63543510413947,2.06923029008176,5.10459321971571,10.7663702088581
Georgia,GEO,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,24.3309570784225,19.5542841679761,18.2938834241566,17.5686256421803,14.2494618307523,16.9589653490917,15.7190186868295,16.1792214829569,15.5820156536606,12.7439690840371,11.9892039723695,13.58037264292,12.5916486672233,13.2151854999812,10.4317658870573,9.38293980613527,11.2974250111313,11.5503214868155,12.2781747717763,10.2938120344495,13.0395163956566,12.9597502525605,..
Germany,DEU,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,4.07,4.33,4.27,4.49,4.81,..,..,..,..,..,..,..,..,..,..,..,..,7.00177428428283,..
Ghana,GHA,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,9.9896818000653,11.884154787662,12.4352584600057,10.6664605489132,11.1058718799713,9.98225727157145,10.6143601938163,10.5038444488751,9.18021886788585,8.90729617365833,12.2867438475838,10.6645401218628,9.76057450178403,9.01209167614904,7.7381190171964,..
Gibraltar,GIB,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,4.40371215061429,..,..,3.4828321406596,4.40632545846777,5.31702891281937,-1.26151865604048,4.50391951035432,7.2650484914582,8.07355026882126,10.1669047034253,10.4331869506799,11.997373253489,10.7157998546345,10.9783046101491,8.83237171883536,6.97082251307764,6.92333288644458,..
Greenland,GRL,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Lending interest rate (%),FR.INR.LEND,11.5991975555663,10.1867211949273,11.3092285846433,12.0482151558632,10.184842378691,10.0650792583996,9.85230165386714,9.75594317205468,9.52898492988282,10.9930534805853,10.5750130912526,10.6859790060702,9.72590000699412,9.27020682532407,9.18598040160867,8.96258333333333,8.635,8.3125,7.835705,7.57102791666667,6.83319808333333,6.5453035,6.438381,6.9300195
Grenada,GRD,Real interest rate (%),FR.INR.RINR,8.49301036776852,7.87371781001671,10.8965308423076,12.1346396745791,7.99137765738596,7.39131272579973,4.98861196232189,7.26792403678251,1.55891637090333,11.0040426570786,10.0470160967526,10.4380374487312,5.58064548514391,6.16684561719864,8.34606768150651,6.03764923330236,5.83642534217734,6.6843122956056,8.59987824067676,4.106838562838,7.15464657927515,3.65305391437644,4.73647444454436,3.94459269311282
Grenada,GRD,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.61917831378133,5.03364705273528,5.84770781687411,5.54794556994747,4.48394219862678,7.31913231726389,7.15883199492767,..,..
Guam,GUM,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Lending interest rate (%),FR.INR.LEND,20.8816666666667,18.9575,16.8641666666667,14.9783333333333,13.8108333333333,13.0333333333333,12.7625,12.8366666666667,13.3916666666667,13.8491666666667,13.3416666666667,13.43,13.4866666666667,13.5975,13.7733333333333,13.2275,13.1016666666667,13.0541666666667,12.9233333333333,12.7408333333333,12.5258333333333,12.1875,11.9233333333333,11.9616666666667
Guatemala,GTM,Real interest rate (%),FR.INR.RINR,13.1531750593886,26.0278452141985,9.76338136820484,10.0574083332611,7.34454924202275,6.96981805724986,7.41195297211511,5.3412663024377,3.64159234246356,9.89283209859513,7.80319865201804,6.11382983166567,9.77861845512881,9.90635406784334,10.6095553827158,10.7558487120577,10.1204942310362,11.1120239240217,11.5054168764032,8.85915232499506,9.3829758216566,9.24498367528869,5.36509034161167,6.70849878358028
Guatemala,GTM,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,6.90614722173021,6.72598895851595,6.59677167363158,6.6262106162069,6.91581201111457,6.94470475794163,6.86319318094466,7.05377047208767,6.96779716958348,7.08221947970916,6.93745434347598,6.47910281397956,6.59644201234953,6.42203983599479,..
Guinea,GIN,Lending interest rate (%),FR.INR.LEND,19.375,12.875,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,Real interest rate (%),FR.INR.RINR,12.2999631183486,10.9310156857046,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1903924477324,10.9148431811181,10.5554512684768,10.9826048365447,11.8624326173721,8.67771279722118,9.57935355188732,8.88153313972677,11.3530933851907,10.3177945778693,..
Guinea-Bissau,GNB,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,10.3670833333333,4.73666666666667,4.75166666666667,4.98416666666667,4.9775,5.11333333333333,5.25591666666667,5.03916666666667,5.2875,5.33833333333333,5.15416666666667,5.295,5.14,..,..,..,..,..,..
Guinea-Bissau,GNB,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,7.03361490004324,9.37799742119674,-1.16859705285801,-6.89817090377766,9.152822260556,-0.0966422929754068,-2.94782774137703,5.06776733044156,6.27830633988671,3.98901619051514,-8.17806829275465,2.38647889509622,-4.76114638458301,..,..,..,..,..,..
Guinea-Bissau,GNB,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Lending interest rate (%),FR.INR.LEND,17.3016666666667,17.0075,16.325,14.9919047619048,14.5416666666667,14.5408333333333,14.5409722222222,14.6108333333333,14.5825,14.5414083333333,14.5417,14.4514027777778,13.8611111111111,13.5,12.8333333333333,12.8333305555555,13,13,13,10.4791666666667,9.46527777777779,8.875,8.41666666666667,8.375
Guyana,GUY,Real interest rate (%),FR.INR.RINR,10.0534953418167,16.6319781955821,13.3564755150324,9.81042651108707,7.27362353382847,6.41851576086257,-58.3271742993337,5.91420681228494,4.58925923220444,13.2356719952726,10.1656425967412,11.7587764160364,8.72119167293919,14.1124191336406,15.260022323101,9.54233962133676,11.9940959906913,10.66604440961,16.3598774102234,7.30175934817455,48.5203312216654,-11.10156244168,-3.18929091054009,26.3982621233891
Guyana,GUY,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Lending interest rate (%),FR.INR.LEND,16.49375,17.85,17.9375,23.209375,25.2,23.2,26.3666666666667,23.0833333333333,17.8108333333333,17.3291666666667,17.4816666666667,11.61,8.93416666666667,8.7225,10.7733333333333,12.9233333333333,13.2325,12.7491666666667,13.1025,14.1216666666667,14.6341666666667,13.3475,11.095,..
Haiti,HTI,Real interest rate (%),FR.INR.RINR,-39.1298223703371,4.0633448058504,7.00096374173276,4.42753781592066,4.94294278231208,11.926604532383,11.3183065025137,18.2217518685271,4.55815126209532,5.13227968274662,9.39331785940299,6.98736420255494,0.671275931527155,0.597120820636305,8.36864815964039,7.33548726057978,-2.13538970338677,-0.905881386499465,6.16388449643877,-4.74015262677218,-3.41324776395879,-4.71816177844493,-14.6744257173042,..
Haiti,HTI,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,Lending interest rate (%),FR.INR.LEND,26.8241666666667,23.7641666666667,22.6914278141648,20.804133607232,19.8764001803098,18.8310833333333,17.4366666666667,16.605,17.9366666666667,19.445,18.8646641666667,18.5575316666667,18.4506991666667,20.0808666666667,20.6122183333333,20.6575666666667,19.3319391666667,19.2586933333333,17.8041666666667,17.3391666666667,17.0091666666667,15.9658333333333,14.6070354831009,14.3986403668225
Honduras,HND,Real interest rate (%),FR.INR.RINR,17.436909825413,14.5070191720073,16.7023341391041,14.2250659198217,12.6107713947498,10.7680920759953,11.4742824482469,9.35938603880539,9.41284412222124,10.9529575160613,13.5547928877014,9.97180699233074,14.3569629848232,18.4532824160286,12.8806218683924,12.8349768268253,15.0985365589809,14.1091275837915,15.5540781113514,13.5261185095151,13.1595005073251,10.8599265565956,4.8435865407753,7.74172345044945
Honduras,HND,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,9.33554544322143,9.53357849510794,10.6359148265941,10.8261703363545,..,..,..,..,..,7.63910596205416,..,7.41802809099787,7.26448725027068,6.9874757337177,6.99131496822949,6.46870069981195,6.22418926187741,..
"Hong Kong SAR, China",HKG,Lending interest rate (%),FR.INR.LEND,9.27083333333333,6.84375,5.10416666666667,5,5.02083333333333,6.20833333333333,7.91666666666667,7.5625,5.3125,5,5,5,5,5,5,5,5,5,5.04166666666667,5.10416666666667,5,5,5.10416666666667,5.77083333333333
"Hong Kong SAR, China",HKG,Real interest rate (%),FR.INR.RINR,13.110032311831,8.77333686483038,8.80560129911972,11.7112756731574,8.93246723712895,6.36792278763779,8.49696456396464,4.29043899401711,3.98008088463985,5.39572427640913,4.71657088638229,1.06078622402983,1.40538131038811,3.13080668314919,2.09011225685257,1.30880431032397,3.30752241191273,2.06005792398755,1.33330374923762,2.99790777360805,4.33403058926107,4.28704391767746,3.35723222443726,2.52083573077384
"Hong Kong SAR, China",HKG,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,8.16,8.8,8.69,9.02,9.47,9.78443760400052,9.8335923309073,9.49140928226404,9.93660564443561,9.44471998719333,9.09026312855038,7.71260547788954,..
Hungary,HUN,Lending interest rate (%),FR.INR.LEND,12.6,12.1166666666667,10.1688765035317,9.60342391546246,12.8245260157791,8.54094532697993,8.07941498799324,9.08594749573091,10.1816677384355,11.036862215741,7.58692511347841,8.32038166635833,9.00154451059167,6.30391235390833,4.44753432715833,2.90249069046667,2.08907111213333,1.48114342166667,1.47096759300833,1.79243378790833,1.95768913324167,2.9645376181,10.6554314535917,15.3020823180167
Hungary,HUN,Real interest rate (%),FR.INR.RINR,2.75271332722973,0.963652218551899,1.92186301468325,3.95508063432619,7.35881292030977,5.7625309101503,4.2667084007773,3.45423298504749,5.12902119970972,6.5622447703391,4.92951131347553,6.27071635883203,5.93703845906845,3.38782575776228,0.727927850740095,0.123325582574453,0.758582251116954,-2.44984029178709,-3.2203535626322,-2.85593422125175,-4.16562578727742,-3.26450115808617,-3.1304103307255,0.481988651849058
Hungary,HUN,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,7.62972463475248,8.15787809182926,8.27069932264254,8.2932075613857,9.47369914991514,9.93087229122764,8.53741171287908,8.21715459074335,9.60256392469865,10.2612691911582,10.9666434812049,11.7071381480151,10.1245463509826,8.89330356644703,8.94783227919207,..
Iceland,ISL,Lending interest rate (%),FR.INR.LEND,16.8,17.95,15.3666666666667,11.95,12.0166666666667,14.7775286625066,17.9089798240679,19.2908142790322,20.1461747797644,18.9876587233745,10.2570286966844,7.69807247344557,8.3243387717752,8.15166666666667,7.7425,7.61,8.23666666666667,7.25583333333333,6.955,6.95,5.75871241217229,5.40415749831761,7.59730075370325,11.5309721139305
Iceland,ISL,Real interest rate (%),FR.INR.RINR,12.2809248145547,8.50591652279102,8.96792018463602,11.4020542510969,9.09827330820367,11.363285020982,8.55512700924078,14.3364494126248,7.14395432574383,7.38502029270726,3.6553690935997,4.46319256484599,4.72101402970896,5.90173989477714,3.45764445652863,1.46667925783666,5.84368814136005,6.26018300940988,4.21253038766199,2.38684774572715,1.67553661644041,-0.904005782066062,-1.1534939611993,5.31646443908259
Iceland,ISL,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.8982496745725,20.4659137390489,19.5263074044408,17.7493729526901,15.9261493408989,15.4438791390998,15.3815442567175,14.733190668004,13.4592327554287,..
India,IND,Lending interest rate (%),FR.INR.LEND,12.2916666666667,12.0833333333333,11.9166666666667,11.4583333333333,10.9166666666667,10.75,11.1875,13.0208333333333,13.3125,12.1875,8.33335,10.1666666666667,10.6041666666667,10.2916666666667,10.25,10.0083333333333,9.6725,9.50833333333333,9.45416666666667,9.46625,9.15,8.69833333333333,8.56714285714286,..
India,IND,Real interest rate (%),FR.INR.RINR,8.34261083140927,8.59144929637163,7.90717718897463,7.30788116038414,4.9101283033462,4.85514517186609,2.5706067017683,5.68184406453711,3.77175624965394,4.80859210766597,-1.98385922139866,1.31798086191937,2.47352048879347,3.86599286272159,6.69517609046494,7.55648841355898,6.23271141476385,5.32760886239731,5.36166638957659,6.89487542725514,4.13599957789666,0.316945144179775,1.70461092852253,..
India,IND,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,5.22982329166892,..,..,6.32558822247969,..,6.17564292286675,5.86709064425737,6.1269010808579,6.07239638921747,6.31072146718646,6.67847337958985,6.70143866382393,7.04073187631062,6.89425620584035,8.02536160742248,7.81226700977292,7.82632507203676,7.75637955901566,..
Indonesia,IDN,Lending interest rate (%),FR.INR.LEND,18.455,18.5475,18.945,16.935,14.1241666666667,14.0508333333333,15.9791666666667,13.8616666666667,13.5983333333333,14.4983333333333,13.2516666666667,12.4033333333333,11.795,11.6575,12.605,12.6625,11.8883333333333,11.0733333333333,10.5366666666667,10.3658333333333,9.54416666666667,8.9225,8.52,8.92666666666667
Indonesia,IDN,Real interest rate (%),FR.INR.RINR,-1.6542124702018,3.71998595767745,12.322412494084,10.8520711500701,5.13441023115746,-0.245735468166921,1.65815142179629,2.33967409179142,-3.85224502680438,5.74795209554698,-1.74609753558857,4.59437674883754,7.75018856489028,6.37493124212137,6.79211858069728,8.34991063469474,9.22443234413206,6.50156399609036,6.47124983937941,8.62940479031393,9.98592671987597,2.7532239499583,-0.955296610119879,7.28195525441058
Indonesia,IDN,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,7.77656060636301,7.63777895246626,7.83432458392869,7.579854891937,7.86664838953077,8.18652095676075,8.62814831400534,9.00423180425004,9.59759906195034,9.961614035339,10.7746096789164,12.4254380685723,14.6182982891751,12.8231121824865,13.4039163891179,12.5634216351375,13.1696920960953,13.28970234714,..
"Iran, Islamic Rep.",IRN,Lending interest rate (%),FR.INR.LEND,..,..,..,..,16.65,16,14,12,12,12,12,11,11,11,14,14.21,18,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Real interest rate (%),FR.INR.RINR,..,..,..,..,-6.46167585687774,-3.46702475355406,-0.508448106343776,-8.89795418787302,-6.21492024429028,7.07608798403852,-3.35048152849643,-16.7975500882945,-6.68652747407913,-18.8451930586965,3.86413888968712,13.9854467563743,7.86127268623941,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,Lending interest rate (%),FR.INR.LEND,..,..,15,15,13.2675,13.4166666666667,14.375,18.7833333333333,19.215,16.1558333333333,14.3458333333333,14.1308333333333,13.8675,13.575,12.6033333333333,12.2925,12.364068627451,..,..,..,..,..,..,..
Iraq,IRQ,Real interest rate (%),FR.INR.RINR,..,..,6.32229278445988,1.00248620061321,-3.44781782457288,-16.518135716307,-7.04600919896748,3.79313766571896,-8.4197228819977,44.3309717275955,-1.92209457308135,-8.46792182914735,10.9065508616124,13.588173817572,15.8985270212521,60.8767095545268,26.3997082773689,..,..,..,..,..,..,..
Iraq,IRQ,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.82500442874431,10.481532397324,14.1523281653292,15.2593269721114,13.5287760547504,..,..,..,..
Ireland,IRL,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,4.3110870812443,4.77301753548027,4.88101095626835,4.34843083959112,6.68806260936811,8.38672321121946,6.88355873380307,7.37427317357875,7.54114085828058,9.75377067054334,12.4905010662019,13.0090654023298,12.343982221468,13.1166300272989,11.9168558564756,10.3356476538231,10.8833821316832,10.5820195890129,..
Isle of Man,IMN,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
